Numero do Artigo,Texto do Artigo
"216","Art. 216 Farão a mesma prova que os originais as certidões textuais de qualquer peça judicial, do protocolo das audiências, ou de outro qualquer livro a cargo do escrivão, sendo extraídas por ele, ou sob a sua vigilância, e por ele subscritas, assim como os traslados de autos, quando por outro escrivão consertados."
"217","Art. 217 Terão a mesma força probante os traslados e as certidões, extraídos por tabelião ou oficial de registro, de instrumentos ou documentos lançados em suas notas."
"218","Art. 218 Os traslados e as certidões considerar-se-ão instrumentos públicos, se os originais se houverem produzido em juízo como prova de algum ato."
"219","Art. 219 As declarações constantes de documentos assinados presumem-se verdadeiras em relação aos signatários.
Parágrafo único. Não tendo relação direta, porém, com as disposições principais ou com a legitimidade das partes, as declarações enunciativas não eximem os interessados em sua veracidade do ônus de prová-las."
"220","Art. 220 A anuência ou a autorização de outrem, necessária à validade de um ato, provar-se-á do mesmo modo que este, e constará, sempre que se possa, do próprio instrumento."
"221","Art. 221 O instrumento particular, feito e assinado, ou somente assinado por quem esteja na livre disposição e administração de seus bens, prova as obrigações convencionais de qualquer valor; mas os seus efeitos, bem como os da cessão, não se operam, a respeito de terceiros, antes de registrado no registro público.
Parágrafo único. A prova do instrumento particular pode suprir-se pelas outras de caráter legal."
"222","Art. 222 O telegrama, quando lhe for contestada a autenticidade, faz prova mediante conferência com o original assinado."
"223","Art. 223 A cópia fotográfica de documento, conferida por tabelião de notas, valerá como prova de declaração da vontade, mas, impugnada sua autenticidade, deverá ser exibido o original.
Parágrafo único. A prova não supre a ausência do título de crédito, ou do original, nos casos em que a lei ou as circunstâncias condicionarem o exercício do direito à sua exibição."
"224","Art. 224 Os documentos redigidos em língua estrangeira serão traduzidos para o português para ter efeitos legais no País."
"225","Art. 225 As reproduções fotográficas, cinematográficas, os registros fonográficos e, em geral, quaisquer outras reproduções mecânicas ou eletrônicas de fatos ou de coisas fazem prova plena destes, se a parte, contra quem forem exibidos, não lhes impugnar a exatidão."
"226","Art. 226 Os livros e fichas dos empresários e sociedades provam contra as pessoas a que pertencem, e, em seu favor, quando, escriturados sem vício extrínseco ou intrínseco, forem confirmados por outros subsídios.
Parágrafo único. A prova resultante dos livros e fichas não é bastante nos casos em que a lei exige escritura pública, ou escrito particular revestido de requisitos especiais, e pode ser ilidida pela comprovação da falsidade ou inexatidão dos lançamentos."
"227","Art. 227
Parágrafo único. Qualquer que seja o valor do negócio jurídico, a prova testemunhal é admissível como subsidiária ou complementar da prova por escrito."
"228","Art. 228 Não podem ser admitidos como testemunhas:
I – os menores de dezesseis anos;
II –;
III –;
IV – o interessado no litígio, o amigo íntimo ou o inimigo capital das partes;
V – os cônjuges, os ascendentes, os descendentes e os colaterais, até o terceiro grau de alguma das partes, por consangüinidade, ou afinidade.
§ 1 o Para a prova de fatos que só elas conheçam, pode o juiz admitir o depoimento das pessoas a que se refere este artigo.
§ 2 o A pessoa com deficiência poderá testemunhar em igualdade de condições com as demais pessoas, sendo-lhe assegurados todos os recursos de tecnologia assistiva."
"229","Art. 229"
"230","Art. 230"
"231","Art. 231 Aquele que se nega a submeter-se a exame médico necessário não poderá aproveitar-se de sua recusa."
"232","Art. 232 A recusa à perícia médica ordenada pelo juiz poderá suprir a prova que se pretendia obter com o exame."
"233","Art. 233 A obrigação de dar coisa certa abrange os acessórios dela embora não mencionados, salvo se o contrário resultar do título ou das circunstâncias do caso."
"234","Art. 234 Se, no caso do artigo antecedente, a coisa se perder, sem culpa do devedor, antes da tradição, ou pendente a condição suspensiva, fica resolvida a obrigação para ambas as partes; se a perda resultar de culpa do devedor, responderá este pelo equivalente e mais perdas e danos."
"235","Art. 235 Deteriorada a coisa, não sendo o devedor culpado, poderá o credor resolver a obrigação, ou aceitar a coisa, abatido de seu preço o valor que perdeu."
"236","Art. 236 Sendo culpado o devedor, poderá o credor exigir o equivalente, ou aceitar a coisa no estado em que se acha, com direito a reclamar, em um ou em outro caso, indenização das perdas e danos."
"237","Art. 237 Até a tradição pertence ao devedor a coisa, com os seus melhoramentos e acrescidos, pelos quais poderá exigir aumento no preço; se o credor não anuir, poderá o devedor resolver a obrigação.
Parágrafo único. Os frutos percebidos são do devedor, cabendo ao credor os pendentes."
"238","Art. 238 Se a obrigação for de restituir coisa certa, e esta, sem culpa do devedor, se perder antes da tradição, sofrerá o credor a perda, e a obrigação se resolverá, ressalvados os seus direitos até o dia da perda."
"239","Art. 239 Se a coisa se perder por culpa do devedor, responderá este pelo equivalente, mais perdas e danos."
"240","Art. 240 Se a coisa restituível se deteriorar sem culpa do devedor, recebê-la-á o credor, tal qual se ache, sem direito a indenização; se por culpa do devedor, observar-se-á o disposto no art. 239."
"241","Art. 241 Se, no caso do art. 238, sobrevier melhoramento ou acréscimo à coisa, sem despesa ou trabalho do devedor, lucrará o credor, desobrigado de indenização."
"242","Art. 242 Se para o melhoramento, ou aumento, empregou o devedor trabalho ou dispêndio, o caso se regulará pelas normas deste Código atinentes às benfeitorias realizadas pelo possuidor de boa-fé ou de má-fé.
Parágrafo único. Quanto aos frutos percebidos, observar-se-á, do mesmo modo, o disposto neste Código, acerca do possuidor de boa-fé ou de má-fé."
"243","Art. 243 A coisa incerta será indicada, ao menos, pelo gênero e pela quantidade."
"244","Art. 244 Nas coisas determinadas pelo gênero e pela quantidade, a escolha pertence ao devedor, se o contrário não resultar do título da obrigação; mas não poderá dar a coisa pior, nem será obrigado a prestar a melhor."
"245","Art. 245 Cientificado da escolha o credor, vigorará o disposto na Seção antecedente."
"246","Art. 246 Antes da escolha, não poderá o devedor alegar perda ou deterioração da coisa, ainda que por força maior ou caso fortuito."
"247","Art. 247 Incorre na obrigação de indenizar perdas e danos o devedor que recusar a prestação a ele só imposta, ou só por ele exeqüível."
"248","Art. 248 Se a prestação do fato tornar-se impossível sem culpa do devedor, resolver-se-á a obrigação; se por culpa dele, responderá por perdas e danos."
"249","Art. 249 Se o fato puder ser executado por terceiro, será livre ao credor mandá-lo executar à custa do devedor, havendo recusa ou mora deste, sem prejuízo da indenização cabível.
Parágrafo único. Em caso de urgência, pode o credor, independentemente de autorização judicial, executar ou mandar executar o fato, sendo depois ressarcido."
"250","Art. 250 Extingue-se a obrigação de não fazer, desde que, sem culpa do devedor, se lhe torne impossível abster-se do ato, que se obrigou a não praticar."
"251","Art. 251 Praticado pelo devedor o ato, a cuja abstenção se obrigara, o credor pode exigir dele que o desfaça, sob pena de se desfazer à sua custa, ressarcindo o culpado perdas e danos.
Parágrafo único. Em caso de urgência, poderá o credor desfazer ou mandar desfazer, independentemente de autorização judicial, sem prejuízo do ressarcimento devido."
"252","Art. 252 Nas obrigações alternativas, a escolha cabe ao devedor, se outra coisa não se estipulou.
§ 1 o Não pode o devedor obrigar o credor a receber parte em uma prestação e parte em outra.
§ 2 o Quando a obrigação for de prestações periódicas, a faculdade de opção poderá ser exercida em cada período.
§ 3 o No caso de pluralidade de optantes, não havendo acordo unânime entre eles, decidirá o juiz, findo o prazo por este assinado para a deliberação.
§ 4 o Se o título deferir a opção a terceiro, e este não quiser, ou não puder exercê-la, caberá ao juiz a escolha se não houver acordo entre as partes."
"253","Art. 253 Se uma das duas prestações não puder ser objeto de obrigação ou se tornada inexeqüível, subsistirá o débito quanto à outra."
"254","Art. 254 Se, por culpa do devedor, não se puder cumprir nenhuma das prestações, não competindo ao credor a escolha, ficará aquele obrigado a pagar o valor da que por último se impossibilitou, mais as perdas e danos que o caso determinar."
"255","Art. 255 Quando a escolha couber ao credor e uma das prestações tornar-se impossível por culpa do devedor, o credor terá direito de exigir a prestação subsistente ou o valor da outra, com perdas e danos; se, por culpa do devedor, ambas as prestações se tornarem inexeqüíveis, poderá o credor reclamar o valor de qualquer das duas, além da indenização por perdas e danos."
"256","Art. 256 Se todas as prestações se tornarem impossíveis sem culpa do devedor, extinguir-se-á a obrigação."
"257","Art. 257 Havendo mais de um devedor ou mais de um credor em obrigação divisível, esta presume-se dividida em tantas obrigações, iguais e distintas, quantos os credores ou devedores."
"258","Art. 258 A obrigação é indivisível quando a prestação tem por objeto uma coisa ou um fato não suscetíveis de divisão, por sua natureza, por motivo de ordem econômica, ou dada a razão determinante do negócio jurídico."
"259","Art. 259 Se, havendo dois ou mais devedores, a prestação não for divisível, cada um será obrigado pela dívida toda.
Parágrafo único. O devedor, que paga a dívida, sub-roga-se no direito do credor em relação aos outros coobrigados."
"260","Art. 260 Se a pluralidade for dos credores, poderá cada um destes exigir a dívida inteira; mas o devedor ou devedores se desobrigarão, pagando:
I – a todos conjuntamente;
II – a um, dando este caução de ratificação dos outros credores."
"261","Art. 261 Se um só dos credores receber a prestação por inteiro, a cada um dos outros assistirá o direito de exigir dele em dinheiro a parte que lhe caiba no total."
"262","Art. 262 Se um dos credores remitir a dívida, a obrigação não ficará extinta para com os outros; mas estes só a poderão exigir, descontada a quota do credor remitente.
Parágrafo único. O mesmo critério se observará no caso de transação, novação, compensação ou confusão."
"263","Art. 263 Perde a qualidade de indivisível a obrigação que se resolver em perdas e danos.
§ 1 o Se, para efeito do disposto neste artigo, houver culpa de todos os devedores, responderão todos por partes iguais.
§ 2 o Se for de um só a culpa, ficarão exonerados os outros, respondendo só esse pelas perdas e danos."
"264","Art. 264 Há solidariedade, quando na mesma obrigação concorre mais de um credor, ou mais de um devedor, cada um com direito, ou obrigado, à dívida toda."
"265","Art. 265 A solidariedade não se presume; resulta da lei ou da vontade das partes."
"266","Art. 266 A obrigação solidária pode ser pura e simples para um dos co-credores ou co-devedores, e condicional, ou a prazo, ou pagável em lugar diferente, para o outro."
"267","Art. 267 Cada um dos credores solidários tem direito a exigir do devedor o cumprimento da prestação por inteiro."
"268","Art. 268 Enquanto alguns dos credores solidários não demandarem o devedor comum, a qualquer daqueles poderá este pagar."
"269","Art. 269 O pagamento feito a um dos credores solidários extingue a dívida até o montante do que foi pago."
"270","Art. 270 Se um dos credores solidários falecer deixando herdeiros, cada um destes só terá direito a exigir e receber a quota do crédito que corresponder ao seu quinhão hereditário, salvo se a obrigação for indivisível."
"271","Art. 271 Convertendo-se a prestação em perdas e danos, subsiste, para todos os efeitos, a solidariedade."
"272","Art. 272 O credor que tiver remitido a dívida ou recebido o pagamento responderá aos outros pela parte que lhes caiba."
"273","Art. 273 A um dos credores solidários não pode o devedor opor as exceções pessoais oponíveis aos outros."
"274","Art. 274 O julgamento contrário a um dos credores solidários não atinge os demais, mas o julgamento favorável aproveita-lhes, sem prejuízo de exceção pessoal que o devedor tenha direito de invocar em relação a qualquer deles."
"275","Art. 275 O credor tem direito a exigir e receber de um ou de alguns dos devedores, parcial ou totalmente, a dívida comum; se o pagamento tiver sido parcial, todos os demais devedores continuam obrigados solidariamente pelo resto.
Parágrafo único. Não importará renúncia da solidariedade a propositura de ação pelo credor contra um ou alguns dos devedores."
"276","Art. 276 Se um dos devedores solidários falecer deixando herdeiros, nenhum destes será obrigado a pagar senão a quota que corresponder ao seu quinhão hereditário, salvo se a obrigação for indivisível; mas todos reunidos serão considerados como um devedor solidário em relação aos demais devedores."
"277","Art. 277 O pagamento parcial feito por um dos devedores e a remissão por ele obtida não aproveitam aos outros devedores, senão até à concorrência da quantia paga ou relevada."
"278","Art. 278 Qualquer cláusula, condição ou obrigação adicional, estipulada entre um dos devedores solidários e o credor, não poderá agravar a posição dos outros sem consentimento destes."
"279","Art. 279 Impossibilitando-se a prestação por culpa de um dos devedores solidários, subsiste para todos o encargo de pagar o equivalente; mas pelas perdas e danos só responde o culpado."
"280","Art. 280 Todos os devedores respondem pelos juros da mora, ainda que a ação tenha sido proposta somente contra um; mas o culpado responde aos outros pela obrigação acrescida."
"281","Art. 281 O devedor demandado pode opor ao credor as exceções que lhe forem pessoais e as comuns a todos; não lhe aproveitando as exceções pessoais a outro co-devedor."
"282","Art. 282 O credor pode renunciar à solidariedade em favor de um, de alguns ou de todos os devedores.
Parágrafo único. Se o credor exonerar da solidariedade um ou mais devedores, subsistirá a dos demais."
"283","Art. 283 O devedor que satisfez a dívida por inteiro tem direito a exigir de cada um dos co-devedores a sua quota, dividindo-se igualmente por todos a do insolvente, se o houver, presumindo-se iguais, no débito, as partes de todos os co-devedores."
"284","Art. 284 No caso de rateio entre os co-devedores, contribuirão também os exonerados da solidariedade pelo credor, pela parte que na obrigação incumbia ao insolvente."
"285","Art. 285 Se a dívida solidária interessar exclusivamente a um dos devedores, responderá este por toda ela para com aquele que pagar."
"286","Art. 286 O credor pode ceder o seu crédito, se a isso não se opuser a natureza da obrigação, a lei, ou a convenção com o devedor; a cláusula proibitiva da cessão não poderá ser oposta ao cessionário de boa-fé, se não constar do instrumento da obrigação."
"287","Art. 287 Salvo disposição em contrário, na cessão de um crédito abrangem-se todos os seus acessórios."
"288","Art. 288 É ineficaz, em relação a terceiros, a transmissão de um crédito, se não celebrar-se mediante instrumento público, ou instrumento particular revestido das solenidades do
§ 1 o do art. 654."
"289","Art. 289 O cessionário de crédito hipotecário tem o direito de fazer averbar a cessão no registro do imóvel."
"290","Art. 290 A cessão do crédito não tem eficácia em relação ao devedor, senão quando a este notificada; mas por notificado se tem o devedor que, em escrito público ou particular, se declarou ciente da cessão feita."
"291","Art. 291 Ocorrendo várias cessões do mesmo crédito, prevalece a que se completar com a tradição do título do crédito cedido."
"292","Art. 292 Fica desobrigado o devedor que, antes de ter conhecimento da cessão, paga ao credor primitivo, ou que, no caso de mais de uma cessão notificada, paga ao cessionário que lhe apresenta, com o título de cessão, o da obrigação cedida; quando o crédito constar de escritura pública, prevalecerá a prioridade da notificação."
"293","Art. 293 Independentemente do conhecimento da cessão pelo devedor, pode o cessionário exercer os atos conservatórios do direito cedido."
"294","Art. 294 O devedor pode opor ao cessionário as exceções que lhe competirem, bem como as que, no momento em que veio a ter conhecimento da cessão, tinha contra o cedente."
"295","Art. 295 Na cessão por título oneroso, o cedente, ainda que não se responsabilize, fica responsável ao cessionário pela existência do crédito ao tempo em que lhe cedeu; a mesma responsabilidade lhe cabe nas cessões por título gratuito, se tiver procedido de má-fé."
"296","Art. 296 Salvo estipulação em contrário, o cedente não responde pela solvência do devedor."
"297","Art. 297 O cedente, responsável ao cessionário pela solvência do devedor, não responde por mais do que daquele recebeu, com os respectivos juros; mas tem de ressarcir-lhe as despesas da cessão e as que o cessionário houver feito com a cobrança."
"298","Art. 298 O crédito, uma vez penhorado, não pode mais ser transferido pelo credor que tiver conhecimento da penhora; mas o devedor que o pagar, não tendo notificação dela, fica exonerado, subsistindo somente contra o credor os direitos de terceiro."
"299","Art. 299 É facultado a terceiro assumir a obrigação do devedor, com o consentimento expresso do credor, ficando exonerado o devedor primitivo, salvo se aquele, ao tempo da assunção, era insolvente e o credor o ignorava.
Parágrafo único. Qualquer das partes pode assinar prazo ao credor para que consinta na assunção da dívida, interpretando-se o seu silêncio como recusa."
"300","Art. 300 Salvo assentimento expresso do devedor primitivo, consideram-se extintas, a partir da assunção da dívida, as garantias especiais por ele originariamente dadas ao credor."
"301","Art. 301 Se a substituição do devedor vier a ser anulada, restaura-se o débito, com todas as suas garantias, salvo as garantias prestadas por terceiros, exceto se este conhecia o vício que inquinava a obrigação."
"302","Art. 302 O novo devedor não pode opor ao credor as exceções pessoais que competiam ao devedor primitivo."
"303","Art. 303 O adquirente de imóvel hipotecado pode tomar a seu cargo o pagamento do crédito garantido; se o credor, notificado, não impugnar em trinta dias a transferência do débito, entender-se-á dado o assentimento."
"304","Art. 304 Qualquer interessado na extinção da dívida pode pagá-la, usando, se o credor se opuser, dos meios conducentes à exoneração do devedor.
Parágrafo único. Igual direito cabe ao terceiro não interessado, se o fizer em nome e à conta do devedor, salvo oposição deste."
"305","Art. 305 O terceiro não interessado, que paga a dívida em seu próprio nome, tem direito a reembolsar-se do que pagar; mas não se sub-roga nos direitos do credor.
Parágrafo único. Se pagar antes de vencida a dívida, só terá direito ao reembolso no vencimento."
"306","Art. 306 O pagamento feito por terceiro, com desconhecimento ou oposição do devedor, não obriga a reembolsar aquele que pagou, se o devedor tinha meios para ilidir a ação."
"307","Art. 307 Só terá eficácia o pagamento que importar transmissão da propriedade, quando feito por quem possa alienar o objeto em que ele consistiu.
Parágrafo único. Se se der em pagamento coisa fungível, não se poderá mais reclamar do credor que, de boa-fé, a recebeu e consumiu, ainda que o solvente não tivesse o direito de aliená-la."
"308","Art. 308 O pagamento deve ser feito ao credor ou a quem de direito o represente, sob pena de só valer depois de por ele ratificado, ou tanto quanto reverter em seu proveito."
"309","Art. 309 O pagamento feito de boa-fé ao credor putativo é válido, ainda provado depois que não era credor."
"310","Art. 310 Não vale o pagamento cientemente feito ao credor incapaz de quitar, se o devedor não provar que em benefício dele efetivamente reverteu."
"311","Art. 311 Considera-se autorizado a receber o pagamento o portador da quitação, salvo se as circunstâncias contrariarem a presunção daí resultante."
"312","Art. 312 Se o devedor pagar ao credor, apesar de intimado da penhora feita sobre o crédito, ou da impugnação a ele oposta por terceiros, o pagamento não valerá contra estes, que poderão constranger o devedor a pagar de novo, ficando-lhe ressalvado o regresso contra o credor."
"313","Art. 313 O credor não é obrigado a receber prestação diversa da que lhe é devida, ainda que mais valiosa."
"314","Art. 314 Ainda que a obrigação tenha por objeto prestação divisível, não pode o credor ser obrigado a receber, nem o devedor a pagar, por partes, se assim não se ajustou."
"315","Art. 315 As dívidas em dinheiro deverão ser pagas no vencimento, em moeda corrente e pelo valor nominal, salvo o disposto nos artigos subseqüentes."
"316","Art. 316 É lícito convencionar o aumento progressivo de prestações sucessivas."
"317","Art. 317 Quando, por motivos imprevisíveis, sobrevier desproporção manifesta entre o valor da prestação devida e o do momento de sua execução, poderá o juiz corrigi-lo, a pedido da parte, de modo que assegure, quanto possível, o valor real da prestação."
"318","Art. 318 São nulas as convenções de pagamento em ouro ou em moeda estrangeira, bem como para compensar a diferença entre o valor desta e o da moeda nacional, excetuados os casos previstos na legislação especial."
"319","Art. 319 O devedor que paga tem direito a quitação regular, e pode reter o pagamento, enquanto não lhe seja dada."
"320","Art. 320 A quitação, que sempre poderá ser dada por instrumento particular, designará o valor e a espécie da dívida quitada, o nome do devedor, ou quem por este pagou, o tempo e o lugar do pagamento, com a assinatura do credor, ou do seu representante.
Parágrafo único. Ainda sem os requisitos estabelecidos neste artigo valerá a quitação, se de seus termos ou das circunstâncias resultar haver sido paga a dívida."
"321","Art. 321 Nos débitos, cuja quitação consista na devolução do título, perdido este, poderá o devedor exigir, retendo o pagamento, declaração do credor que inutilize o título desaparecido."
"322","Art. 322 Quando o pagamento for em quotas periódicas, a quitação da última estabelece, até prova em contrário, a presunção de estarem solvidas as anteriores."
"323","Art. 323 Sendo a quitação do capital sem reserva dos juros, estes presumem-se pagos."
"324","Art. 324 A entrega do título ao devedor firma a presunção do pagamento.
Parágrafo único. Ficará sem efeito a quitação assim operada se o credor provar, em sessenta dias, a falta do pagamento."
"325","Art. 325 Presumem-se a cargo do devedor as despesas com o pagamento e a quitação; se ocorrer aumento por fato do credor, suportará este a despesa acrescida."
"326","Art. 326 Se o pagamento se houver de fazer por medida, ou peso, entender-se-á, no silêncio das partes, que aceitaram os do lugar da execução."
"327","Art. 327 Efetuar-se-á o pagamento no domicílio do devedor, salvo se as partes convencionarem diversamente, ou se o contrário resultar da lei, da natureza da obrigação ou das circunstâncias.
Parágrafo único. Designados dois ou mais lugares, cabe ao credor escolher entre eles."
"328","Art. 328 Se o pagamento consistir na tradição de um imóvel, ou em prestações relativas a imóvel, far-se-á no lugar onde situado o bem."
"329","Art. 329 Ocorrendo motivo grave para que se não efetue o pagamento no lugar determinado, poderá o devedor fazê-lo em outro, sem prejuízo para o credor."
"330","Art. 330 O pagamento reiteradamente feito em outro local faz presumir renúncia do credor relativamente ao previsto no contrato."
"331","Art. 331 Salvo disposição legal em contrário, não tendo sido ajustada época para o pagamento, pode o credor exigi-lo imediatamente."
"332","Art. 332 As obrigações condicionais cumprem-se na data do implemento da condição, cabendo ao credor a prova de que deste teve ciência o devedor."
"333","Art. 333 Ao credor assistirá o direito de cobrar a dívida antes de vencido o prazo estipulado no contrato ou marcado neste Código:
I – no caso de falência do devedor, ou de concurso de credores;
II – se os bens, hipotecados ou empenhados, forem penhorados em execução por outro credor;
III – se cessarem, ou se se tornarem insuficientes, as garantias do débito, fidejussórias, ou reais, e o devedor, intimado, se negar a reforçá-las.
Parágrafo único. Nos casos deste artigo, se houver, no débito, solidariedade passiva, não se reputará vencido quanto aos outros devedores solventes."
"334","Art. 334 Considera-se pagamento, e extingue a obrigação, o depósito judicial ou em estabelecimento bancário da coisa devida, nos casos e forma legais."
"335","Art. 335 A consignação tem lugar:
I – se o credor não puder, ou, sem justa causa, recusar receber o pagamento, ou dar quitação na devida forma;
II – se o credor não for, nem mandar receber a coisa no lugar, tempo e condição devidos;
III – se o credor for incapaz de receber, for desconhecido, declarado ausente, ou residir em lugar incerto ou de acesso perigoso ou difícil;
IV – se ocorrer dúvida sobre quem deva legitimamente receber o objeto do pagamento;
V – se pender litígio sobre o objeto do pagamento."
"336","Art. 336 Para que a consignação tenha força de pagamento, será mister concorram, em relação às pessoas, ao objeto, modo e tempo, todos os requisitos sem os quais não é válido o pagamento."
"337","Art. 337 O depósito requerer-se-á no lugar do pagamento, cessando, tanto que se efetue, para o depositante, os juros da dívida e os riscos, salvo se for julgado improcedente."
"338","Art. 338 Enquanto o credor não declarar que aceita o depósito, ou não o impugnar, poderá o devedor requerer o levantamento, pagando as respectivas despesas, e subsistindo a obrigação para todas as conseqüências de direito."
"339","Art. 339 Julgado procedente o depósito, o devedor já não poderá levantá-lo, embora o credor consinta, senão de acordo com os outros devedores e fiadores."
"340","Art. 340 O credor que, depois de contestar a lide ou aceitar o depósito, aquiescer no levantamento, perderá a preferência e a garantia que lhe competiam com respeito à coisa consignada, ficando para logo desobrigados os co-devedores e fiadores que não tenham anuído."
"341","Art. 341 Se a coisa devida for imóvel ou corpo certo que deva ser entregue no mesmo lugar onde está, poderá o devedor citar o credor para vir ou mandar recebê-la, sob pena de ser depositada."
"342","Art. 342 Se a escolha da coisa indeterminada competir ao credor, será ele citado para esse fim, sob cominação de perder o direito e de ser depositada a coisa que o devedor escolher; feita a escolha pelo devedor, proceder-se-á como no artigo antecedente."
"343","Art. 343 As despesas com o depósito, quando julgado procedente, correrão à conta do credor, e, no caso contrário, à conta do devedor."
"344","Art. 344 O devedor de obrigação litigiosa exonerar-se-á mediante consignação, mas, se pagar a qualquer dos pretendidos credores, tendo conhecimento do litígio, assumirá o risco do pagamento."
"345","Art. 345 Se a dívida se vencer, pendendo litígio entre credores que se pretendem mutuamente excluir, poderá qualquer deles requerer a consignação."
"346","Art. 346 A sub-rogação opera-se, de pleno direito, em favor:
I – do credor que paga a dívida do devedor comum;
II – do adquirente do imóvel hipotecado, que paga a credor hipotecário, bem como do terceiro que efetiva o pagamento para não ser privado de direito sobre imóvel;
III – do terceiro interessado, que paga a dívida pela qual era ou podia ser obrigado, no todo ou em parte."
"347","Art. 347 A sub-rogação é convencional:
I – quando o credor recebe o pagamento de terceiro e expressamente lhe transfere todos os seus direitos;
II – quando terceira pessoa empresta ao devedor a quantia precisa para solver a dívida, sob a condição expressa de ficar o mutuante sub-rogado nos direitos do credor satisfeito."
"348","Art. 348 Na hipótese do inciso I do artigo antecedente, vigorará o disposto quanto à cessão do crédito."
"349","Art. 349 A sub-rogação transfere ao novo credor todos os direitos, ações, privilégios e garantias do primitivo, em relação à dívida, contra o devedor principal e os fiadores."
"350","Art. 350 Na sub-rogação legal o sub-rogado não poderá exercer os direitos e as ações do credor, senão até à soma que tiver desembolsado para desobrigar o devedor."
"351","Art. 351 O credor originário, só em parte reembolsado, terá preferência ao sub-rogado, na cobrança da dívida restante, se os bens do devedor não chegarem para saldar inteiramente o que a um e outro dever."
"352","Art. 352 A pessoa obrigada por dois ou mais débitos da mesma natureza, a um só credor, tem o direito de indicar a qual deles oferece pagamento, se todos forem líquidos e vencidos."
"353","Art. 353 Não tendo o devedor declarado em qual das dívidas líquidas e vencidas quer imputar o pagamento, se aceitar a quitação de uma delas, não terá direito a reclamar contra a imputação feita pelo credor, salvo provando haver ele cometido violência ou dolo."
"354","Art. 354 Havendo capital e juros, o pagamento imputar-se-á primeiro nos juros vencidos, e depois no capital, salvo estipulação em contrário, ou se o credor passar a quitação por conta do capital."
"355","Art. 355 Se o devedor não fizer a indicação do art. 352, e a quitação for omissa quanto à imputação, esta se fará nas dívidas líquidas e vencidas em primeiro lugar. Se as dívidas forem todas líquidas e vencidas ao mesmo tempo, a imputação far-se-á na mais onerosa."
"356","Art. 356 O credor pode consentir em receber prestação diversa da que lhe é devida."
"357","Art. 357 Determinado o preço da coisa dada em pagamento, as relações entre as partes regular-se-ão pelas normas do contrato de compra e venda."
"358","Art. 358 Se for título de crédito a coisa dada em pagamento, a transferência importará em cessão."
"359","Art. 359 Se o credor for evicto da coisa recebida em pagamento, restabelecer-se-á a obrigação primitiva, ficando sem efeito a quitação dada, ressalvados os direitos de terceiros."
"360","Art. 360 Dá-se a novação:
I – quando o devedor contrai com o credor nova dívida para extinguir e substituir a anterior;
II – quando novo devedor sucede ao antigo, ficando este quite com o credor;
III – quando, em virtude de obrigação nova, outro credor é substituído ao antigo, ficando o devedor quite com este."
"361","Art. 361 Não havendo ânimo de novar, expresso ou tácito mas inequívoco, a segunda obrigação confirma simplesmente a primeira."
"362","Art. 362 A novação por substituição do devedor pode ser efetuada independentemente de consentimento deste."
"363","Art. 363 Se o novo devedor for insolvente, não tem o credor, que o aceitou, ação regressiva contra o primeiro, salvo se este obteve por má-fé a substituição."
"364","Art. 364 A novação extingue os acessórios e garantias da dívida, sempre que não houver estipulação em contrário. Não aproveitará, contudo, ao credor ressalvar o penhor, a hipoteca ou a anticrese, se os bens dados em garantia pertencerem a terceiro que não foi parte na novação."
"365","Art. 365 Operada a novação entre o credor e um dos devedores solidários, somente sobre os bens do que contrair a nova obrigação subsistem as preferências e garantias do crédito novado. Os outros devedores solidários ficam por esse fato exonerados."
"366","Art. 366 Importa exoneração do fiador a novação feita sem seu consenso com o devedor principal."
"367","Art. 367 Salvo as obrigações simplesmente anuláveis, não podem ser objeto de novação obrigações nulas ou extintas."
"368","Art. 368 Se duas pessoas forem ao mesmo tempo credor e devedor uma da outra, as duas obrigações extinguem-se, até onde se compensarem."
"369","Art. 369 A compensação efetua-se entre dívidas líquidas, vencidas e de coisas fungíveis."
"370","Art. 370 Embora sejam do mesmo gênero as coisas fungíveis, objeto das duas prestações, não se compensarão, verificando-se que diferem na qualidade, quando especificada no contrato."
"371","Art. 371 O devedor somente pode compensar com o credor o que este lhe dever; mas o fiador pode compensar sua dívida com a de seu credor ao afiançado."
"372","Art. 372 Os prazos de favor, embora consagrados pelo uso geral, não obstam a compensação."
"373","Art. 373 A diferença de causa nas dívidas não impede a compensação, exceto:
I – se provier de esbulho, furto ou roubo;
II – se uma se originar de comodato, depósito ou alimentos;
III – se uma for de coisa não suscetível de penhora."
"374","Art. 374"
"375","Art. 375 Não haverá compensação quando as partes, por mútuo acordo, a excluírem, ou no caso de renúncia prévia de uma delas."
"376","Art. 376 Obrigando-se por terceiro uma pessoa, não pode compensar essa dívida com a que o credor dele lhe dever."
"377","Art. 377 O devedor que, notificado, nada opõe à cessão que o credor faz a terceiros dos seus direitos, não pode opor ao cessionário a compensação, que antes da cessão teria podido opor ao cedente. Se, porém, a cessão lhe não tiver sido notificada, poderá opor ao cessionário compensação do crédito que antes tinha contra o cedente."
"378","Art. 378 Quando as duas dívidas não são pagáveis no mesmo lugar, não se podem compensar sem dedução das despesas necessárias à operação."
"379","Art. 379 Sendo a mesma pessoa obrigada por várias dívidas compensáveis, serão observadas, no compensá-las, as regras estabelecidas quanto à imputação do pagamento."
